model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality
FRA+Payoff+Attendance_downwards,0.625,8,c1cbd330-cae3-11f0-b9e2-d094662e0881,0.2875,0.45999999999999996,0.05892556509887897
FRA+Payoff+Attendance_downwards,0.625,8,c1d20142-cae3-11f0-b9e2-d094662e0881,0.26666666666666666,0.42666666666666664,0.12724180205607036
FRA+Payoff+Attendance_downwards,0.625,8,c1d8281a-cae3-11f0-b9e2-d094662e0881,0.21666666666666667,0.3466666666666667,0.12848321488792422
FRA+Payoff+Attendance_downwards,0.625,8,c1de4b28-cae3-11f0-b9e2-d094662e0881,0.2875,0.45999999999999996,0.06408699444616557
FRA+Payoff+Attendance_downwards,0.625,8,c1e4761a-cae3-11f0-b9e2-d094662e0881,0.22083333333333333,0.35333333333333333,0.09748829803606303
FRA+Payoff+Attendance_downwards,0.625,8,c1eab48a-cae3-11f0-b9e2-d094662e0881,0.3541666666666667,0.5666666666666667,0.16029486718059452
FRA+Payoff+Attendance_downwards,0.625,8,c1f0f124-cae3-11f0-b9e2-d094662e0881,0.2791666666666667,0.44666666666666666,0.1390871600660467
FRA+Payoff+Attendance_downwards,0.625,8,c1f72bb6-cae3-11f0-b9e2-d094662e0881,0.16666666666666666,0.26666666666666666,0.0734630886692453
FRA+Payoff+Attendance_downwards,0.625,8,c1fd6530-cae3-11f0-b9e2-d094662e0881,0.2375,0.38,0.15164442537077236
FRA+Payoff+Attendance_downwards,0.625,8,c2039a18-cae3-11f0-b9e2-d094662e0881,0.325,0.52,0.15911461377717737
FRA+Payoff+Attendance_downwards,0.625,8,c209bff6-cae3-11f0-b9e2-d094662e0881,0.20833333333333334,0.33333333333333337,0.10350983390135313
FRA+Payoff+Attendance_downwards,0.625,8,c20feebc-cae3-11f0-b9e2-d094662e0881,0.1875,0.3,0.12336228746360846
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b73bffa8-cae3-11f0-b9e2-d094662e0881,0.37037037037037035,0.5555555555555557,0.13021033949071814
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b7443e48-cae3-11f0-b9e2-d094662e0881,0.34814814814814815,0.5222222222222225,0.14458682441439358
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b74c89b8-cae3-11f0-b9e2-d094662e0881,0.31851851851851853,0.47777777777777797,0.3779955799162392
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b754ced4-cae3-11f0-b9e2-d094662e0881,0.2222222222222222,0.3333333333333334,0.2914417121912
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b75d0d06-cae3-11f0-b9e2-d094662e0881,0.37777777777777777,0.5666666666666669,0.25627916877046214
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b7654c50-cae3-11f0-b9e2-d094662e0881,0.17037037037037037,0.25555555555555565,0.30658077165296116
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b76db4f8-cae3-11f0-b9e2-d094662e0881,0.3333333333333333,0.5000000000000002,0.30550504633038933
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b7761080-cae3-11f0-b9e2-d094662e0881,0.17777777777777778,0.2666666666666668,0.13333333333333333
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b77e793c-cae3-11f0-b9e2-d094662e0881,0.3851851851851852,0.5777777777777781,0.3000685792670977
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,b786dbfe-cae3-11f0-b9e2-d094662e0881,0.35555555555555557,0.5333333333333335,0.39315124473231405
FRA+Payoff+Attendance_downwards,0.75,4,b570e08a-cae3-11f0-b9e2-d094662e0881,0.2916666666666667,0.3888888888888889,0.15957118462605635
FRA+Payoff+Attendance_downwards,0.75,4,b57d3722-cae3-11f0-b9e2-d094662e0881,0.38333333333333336,0.5111111111111112,0.16442942874387492
FRA+Payoff+Attendance_downwards,0.75,4,b5899a1c-cae3-11f0-b9e2-d094662e0881,0.25,0.3333333333333333,0.1401057801435388
FRA+Payoff+Attendance_downwards,0.75,4,b59607fc-cae3-11f0-b9e2-d094662e0881,0.38333333333333336,0.5111111111111112,0.07934920476158724
FRA+Payoff+Attendance_downwards,0.75,4,b5a27a00-cae3-11f0-b9e2-d094662e0881,0.325,0.43333333333333335,0.13709958532503405
FRA+Payoff+Attendance_downwards,0.75,4,b5af0a90-cae3-11f0-b9e2-d094662e0881,0.3333333333333333,0.4444444444444444,0.08606629658238704
FRA+Payoff+Attendance_downwards,0.75,4,b5bb9986-cae3-11f0-b9e2-d094662e0881,0.225,0.3,0.1343709624716425
FRA+Payoff+Attendance_downwards,0.75,4,b5c81f26-cae3-11f0-b9e2-d094662e0881,0.475,0.6333333333333333,0.11013459778666114
FRA+Payoff+Attendance_downwards,0.75,4,b5d49a44-cae3-11f0-b9e2-d094662e0881,0.38333333333333336,0.5111111111111112,0.057735026918962595
FRA+Payoff+Attendance_downwards,0.75,4,b5e117d8-cae3-11f0-b9e2-d094662e0881,0.38333333333333336,0.5111111111111112,0.10363754503432017
FRA+Payoff+Attendance_downwards,0.75,4,b5eda5e8-cae3-11f0-b9e2-d094662e0881,0.3,0.39999999999999997,0.209054308024742
FRA+Payoff+Attendance_downwards,0.75,4,b5fa1b84-cae3-11f0-b9e2-d094662e0881,0.375,0.5,0.11979921473804347
FRA+Payoff+Attendance_downwards,0.75,4,b6069f80-cae3-11f0-b9e2-d094662e0881,0.35,0.4666666666666666,0.3
FRA+Payoff+Attendance_downwards,0.75,4,b6131db4-cae3-11f0-b9e2-d094662e0881,0.25833333333333336,0.3444444444444445,0.1287403358472941
FRA+Payoff+Attendance_downwards,0.75,4,b61fa3ea-cae3-11f0-b9e2-d094662e0881,0.25833333333333336,0.3444444444444445,0.08333333333333333
FRA+Payoff+Attendance_downwards,0.75,4,b62c27a0-cae3-11f0-b9e2-d094662e0881,0.48333333333333334,0.6444444444444445,0.23804761428476162
FRA+Payoff+Attendance_downwards,0.75,4,b638a458-cae3-11f0-b9e2-d094662e0881,0.16666666666666666,0.2222222222222222,0.20548046676563256
