model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality,bounded_inequality
FRA+Payoff+Attendance_downwards,0.75,4,e6a48934-d3cd-11f0-bcd4-d094662e0881,0.125,0.16666666666666666,0.22831913986705019,0.3044255198227336
FRA+Payoff+Attendance_downwards,0.75,4,e6b3ab8a-d3cd-11f0-bcd4-d094662e0881,0.31666666666666665,0.4222222222222222,0.1551582227085438,0.20687763027805836
FRA+Payoff+Attendance_downwards,0.75,4,e6c2bf26-d3cd-11f0-bcd4-d094662e0881,0.21666666666666667,0.2888888888888889,0.19340994650588011,0.2578799286745069
FRA+Payoff+Attendance_downwards,0.75,4,e6d1c62e-d3cd-11f0-bcd4-d094662e0881,0.175,0.2333333333333333,0.06871842709362767,0.09162456945817024
FRA+Payoff+Attendance_downwards,0.75,4,e6e0c516-d3cd-11f0-bcd4-d094662e0881,0.425,0.5666666666666667,0.12874033584729408,0.17165378112972543
FRA+Payoff+Attendance_downwards,0.75,4,e6efd34e-d3cd-11f0-bcd4-d094662e0881,0.2833333333333333,0.37777777777777777,0.14529663145135577,0.19372884193514103
FRA+Payoff+Attendance_downwards,0.75,4,e6fee992-d3cd-11f0-bcd4-d094662e0881,0.075,0.09999999999999999,0.06871842709362767,0.09162456945817024
FRA+Payoff+Attendance_downwards,0.75,4,e70df2de-d3cd-11f0-bcd4-d094662e0881,0.44166666666666665,0.5888888888888889,0.03191423692521127,0.0425523159002817
FRA+Payoff+Attendance_downwards,0.75,4,e71d121e-d3cd-11f0-bcd4-d094662e0881,0.30833333333333335,0.41111111111111115,0.2514771177279172,0.3353028236372229
FRA+Payoff+Attendance_downwards,0.75,4,e72c1c3c-d3cd-11f0-bcd4-d094662e0881,0.11666666666666667,0.15555555555555556,0.1855921454276674,0.24745619390355653
FRA+Payoff+Attendance_downwards,0.75,4,e73b9ad6-d3cd-11f0-bcd4-d094662e0881,0.30833333333333335,0.41111111111111115,0.11979921473804347,0.1597322863173913
FRA+Payoff+Attendance_downwards,0.75,4,e74ac966-d3cd-11f0-bcd4-d094662e0881,0.4166666666666667,0.5555555555555556,0.10363754503432017,0.13818339337909355
FRA+Payoff+Attendance_downwards,0.75,4,e759f7a6-d3cd-11f0-bcd4-d094662e0881,0.23333333333333334,0.3111111111111111,0.22277708506403804,0.29703611341871733
FRA+Payoff+Attendance_downwards,0.75,4,e76911e6-d3cd-11f0-bcd4-d094662e0881,0.45,0.6,0.2574806716945882,0.3433075622594509
FRA+Payoff+Attendance_downwards,0.75,4,e77831e4-d3cd-11f0-bcd4-d094662e0881,0.26666666666666666,0.35555555555555557,0.18257418583505536,0.24343224778007383
FRA+Payoff+Attendance_downwards,0.75,4,e787602e-d3cd-11f0-bcd4-d094662e0881,0.25,0.3333333333333333,0.16887426837300737,0.22516569116400983
FRA+Payoff+Attendance_downwards,0.75,4,e79694f4-d3cd-11f0-bcd4-d094662e0881,0.041666666666666664,0.05555555555555555,0.2079440808023656,0.2772587744031541
